id,type,tier,model,adapter,prompt_render_version,target_prob,target_rank,final_entropy,mean_seq_entropy,time_s,source,prompt,target,metadata
sc_gen_alpha_seq_0004,structural_copying,short,Qwen/Qwen3.5-35B-A3B,identity,prompt_render_v3_identity_default,0.00592041015625,16,6.672464370727539,4.9375,0.293,gen_alpha_seq,"B, C, D, ", E,"{""pattern"": ""alpha_continuation""}"
rn_gen_0016,reasoning_numerical,short,Qwen/Qwen3.5-35B-A3B,identity,prompt_render_v3_identity_default,1.4662742614746094e-05,15,0.06868299096822739,2.671875,0.323,gen_reasoning_num,Felix had 22 shells. Felix gave 18 to Jasper and then found 5 more. How many shells does Felix have now? Answer:, 9,"{""variant"": 0}"
rn_gen_0004,reasoning_numerical,short,Qwen/Qwen3.5-35B-A3B,identity,prompt_render_v3_identity_default,8.0108642578125e-05,15,1.4765082597732544,2.28125,0.32,gen_reasoning_num,Jack has 13 pears. Quinn has 1 more than Jack. Leo has 3 fewer than Quinn. How many does Leo have? Answer:, 11,"{""variant"": 4}"
fr_counterfact_0008,factual_recall,short,Qwen/Qwen3.5-35B-A3B,identity,prompt_render_v3_identity_default,0.0003795623779296875,15,2.0175187587738037,3.921875,0.3,counterfact,"Morris Carnovsky, who works as", actor,"{""subject"": ""Morris Carnovsky""}"
dk_gen-wikipedia-random_0006,domain_knowledge,brief,Qwen/Qwen3.5-35B-A3B,identity,prompt_render_v3_identity_default,0.00872802734375,15,4.1928324699401855,2.515625,0.328,,,,{}
rn_gen_0037,reasoning_numerical,brief,Qwen/Qwen3.5-35B-A3B,identity,prompt_render_v3_identity_default,3.814697265625e-05,14,0.33249613642692566,1.90625,0.332,gen_reasoning_num,"Owen started with 5 marbles. On Monday Owen got 2 more, on Tuesday got 1 more, and on Wednesday got 7 more. How many marbles does Owen have in total? Answer:", 15,"{""variant"": 5}"
fr_counterfact_0074,factual_recall,short,Qwen/Qwen3.5-35B-A3B,identity,prompt_render_v3_identity_default,0.00567626953125,14,4.711300849914551,4.28125,0.294,counterfact,Panathenaic Stadium is from, Greece,"{""subject"": ""Panathenaic Stadium""}"
fr_counterfact_0052,factual_recall,short,Qwen/Qwen3.5-35B-A3B,identity,prompt_render_v3_identity_default,0.006317138671875,14,5.026890754699707,6.03125,0.291,counterfact,Horizon Records plays, jazz,"{""subject"": ""Horizon Records""}"
rn_gen_0023,reasoning_numerical,brief,Qwen/Qwen3.5-35B-A3B,identity,prompt_render_v3_identity_default,6.943941116333008e-06,13,0.03645481914281845,2.390625,0.33,gen_reasoning_num,"Theo had 13 oranges. Then Theo bought 12 more and gave 5 to Hank. If 4 people each have that same final number of oranges, how many oranges do they have altogether? Answer:", 80,"{""variant"": 7}"
rn_gen_0007,reasoning_numerical,brief,Qwen/Qwen3.5-35B-A3B,identity,prompt_render_v3_identity_default,1.4662742614746094e-05,13,0.04719754308462143,2.203125,0.337,gen_reasoning_num,"Carol had 13 paintbrushes. Then Carol bought 8 more and gave 2 to Ruby. If 4 people each have that same final number of paintbrushes, how many paintbrushes do they have altogether? Answer:", 76,"{""variant"": 7}"
rn_gen_0021,reasoning_numerical,brief,Qwen/Qwen3.5-35B-A3B,identity,prompt_render_v3_identity_default,2.1219253540039062e-05,13,0.10989278554916382,2.15625,0.334,gen_reasoning_num,"Ethan started with 12 shirts. On Monday Ethan got 6 more, on Tuesday got 2 more, and on Wednesday got 5 more. How many shirts does Ethan have in total? Answer:", 25,"{""variant"": 5}"
rn_gen_0013,reasoning_numerical,brief,Qwen/Qwen3.5-35B-A3B,identity,prompt_render_v3_identity_default,3.314018249511719e-05,13,0.6988053917884827,1.953125,0.333,gen_reasoning_num,"Jack started with 5 tickets. On Monday Jack got 4 more, on Tuesday got 1 more, and on Wednesday got 6 more. How many tickets does Jack have in total? Answer:", 16,"{""variant"": 5}"
rn_gen_0022,reasoning_numerical,brief,Qwen/Qwen3.5-35B-A3B,identity,prompt_render_v3_identity_default,0.00058746337890625,13,2.02878999710083,2.15625,0.331,gen_reasoning_num,A box had 19 marbles. Paige removed 5 of them. The remaining marbles were divided equally into 2 bags. How many marbles were placed in each bag? Answer:, 7,"{""variant"": 6}"
lr_gen_0026,long_range_retrieval,med,Qwen/Qwen3.5-35B-A3B,identity,prompt_render_v3_identity_default,0.000766754150390625,13,1.0989278554916382,2.65625,0.363,gen_long_range,"The market was bustling with activity as traders from distant lands displayed their wares. A group of travelers rested beneath a large oak tree, sharing stories of their journeys. Ava's favorite food is chocolate. The weather was pleasant that day, with a gentle breeze blowing through the trees. Several merchants had set up their stalls along the main road, selling various goods. Night fell slowly over the town, and lanterns were lit one by one along the pathways. The river flowed quietly through the valley, its waters reflecting the afternoon sun. What is Ava's favorite food?", chocolate,"{""n_fillers"": 6, ""fact_insert_idx"": 2, ""fact_insert_frac"": 0.333}"
fr_counterfact_0065,factual_recall,short,Qwen/Qwen3.5-35B-A3B,identity,prompt_render_v3_identity_default,0.0047607421875,13,2.3669216632843018,3.828125,0.302,counterfact,European Project for Ice Coring in Antarctica is located in the continent, Antarctica,"{""subject"": ""European Project for Ice Coring in Antarctica""}"
fr_counterfact_0020,factual_recall,short,Qwen/Qwen3.5-35B-A3B,identity,prompt_render_v3_identity_default,0.01519775390625,13,7.664317607879639,3.53125,0.306,counterfact,The domain of activity of Johannes Eugenius Bülow Warming is, biology,"{""subject"": "" Johannes Eugenius Bülow Warming""}"
sc_gen_word_list_0052,structural_copying,short,Qwen/Qwen3.5-35B-A3B,identity,prompt_render_v3_identity_default,0.02099609375,13,5.770780086517334,4.5625,0.303,gen_word_list,"List of countries: Egypt, China, Kenya, Canada, Brazil,", Italy,"{""pattern"": ""category_list"", ""category"": ""countries""}"
rn_gen_0031,reasoning_numerical,brief,Qwen/Qwen3.5-35B-A3B,identity,prompt_render_v3_identity_default,1.8835067749023438e-05,12,0.06868299096822739,2.8125,0.331,gen_reasoning_num,"Jasper had 20 beads. Then Jasper bought 2 more and gave 4 to Jack. If 4 people each have that same final number of beads, how many beads do they have altogether? Answer:", 72,"{""variant"": 7}"
rn_gen_0015,reasoning_numerical,brief,Qwen/Qwen3.5-35B-A3B,identity,prompt_render_v3_identity_default,2.562999725341797e-05,12,0.09157732129096985,2.671875,0.335,gen_reasoning_num,"Ivy had 30 jars. Then Ivy bought 9 more and gave 3 to Stella. If 3 people each have that same final number of jars, how many jars do they have altogether? Answer:", 108,"{""variant"": 7}"
sc_gen_num_seq_0023,structural_copying,short,Qwen/Qwen3.5-35B-A3B,identity,prompt_render_v3_identity_default,8.344650268554688e-05,12,0.574823796749115,2.359375,0.301,gen_num_seq,"11, 21, 31, 41, ", 51,"{""pattern"": ""arithmetic"", ""start"": 11, ""step"": 10}"
sc_gen_num_seq_0028,structural_copying,short,Qwen/Qwen3.5-35B-A3B,identity,prompt_render_v3_identity_default,0.000102996826171875,12,0.46493101119995117,2.296875,0.304,gen_num_seq,"14, 24, 34, 44, 54, ", 64,"{""pattern"": ""arithmetic"", ""start"": 14, ""step"": 10}"
rn_gen_0014,reasoning_numerical,brief,Qwen/Qwen3.5-35B-A3B,identity,prompt_render_v3_identity_default,0.000347137451171875,12,1.7808266878128052,2.359375,0.328,gen_reasoning_num,A box had 24 beads. Nora removed 6 of them. The remaining beads were divided equally into 3 bags. How many beads were placed in each bag? Answer:, 6,"{""variant"": 6}"
fret_counterfact_0021,factual_retrieval,short,Qwen/Qwen3.5-35B-A3B,identity,prompt_render_v3_identity_default,0.00045013427734375,12,0.21415004134178162,4.40625,0.321,counterfact_extended,"In the context of understanding Greece and its significance, we note that Greece is located in the continent", Europe,"{""subject"": ""Greece"", ""base_prompt"": ""Greece is located in the continent""}"
rn_gen_0006,reasoning_numerical,brief,Qwen/Qwen3.5-35B-A3B,identity,prompt_render_v3_identity_default,0.0004520416259765625,12,2.152771472930908,2.40625,0.328,gen_reasoning_num,A box had 29 tokens. Ella removed 5 of them. The remaining tokens were divided equally into 4 bags. How many tokens were placed in each bag? Answer:, 6,"{""variant"": 6}"
rn_gen_0038,reasoning_numerical,brief,Qwen/Qwen3.5-35B-A3B,identity,prompt_render_v3_identity_default,0.000484466552734375,12,2.186584711074829,2.234375,0.329,gen_reasoning_num,A box had 17 cookies. Maya removed 8 of them. The remaining cookies were divided equally into 3 bags. How many cookies were placed in each bag? Answer:, 3,"{""variant"": 6}"
rn_gen_0030,reasoning_numerical,brief,Qwen/Qwen3.5-35B-A3B,identity,prompt_render_v3_identity_default,0.00074005126953125,12,2.062602996826172,2.484375,0.327,gen_reasoning_num,A box had 32 markers. Nora removed 2 of them. The remaining markers were divided equally into 6 bags. How many markers were placed in each bag? Answer:, 5,"{""variant"": 6}"
sc_gen_alpha_seq_0009,structural_copying,short,Qwen/Qwen3.5-35B-A3B,identity,prompt_render_v3_identity_default,0.0106201171875,12,5.455190658569336,5.875,0.289,gen_alpha_seq,K L M N O , P,"{""pattern"": ""alpha_continuation""}"
fr_counterfact_0030,factual_recall,short,Qwen/Qwen3.5-35B-A3B,identity,prompt_render_v3_identity_default,0.0142822265625,12,6.62738037109375,4.4375,0.299,counterfact,Charlie Banacos is known for performing, jazz,"{""subject"": ""Charlie Banacos""}"
sc_gen_word_list_0059,structural_copying,short,Qwen/Qwen3.5-35B-A3B,identity,prompt_render_v3_identity_default,0.0223388671875,12,6.401959419250488,4.53125,0.302,gen_word_list,"List of animals: cat, bear, lion, deer, frog,", bird,"{""pattern"": ""category_list"", ""category"": ""animals""}"
rn_gen_0024,reasoning_numerical,short,Qwen/Qwen3.5-35B-A3B,identity,prompt_render_v3_identity_default,6.5267086029052734e-06,11,0.031171511858701706,2.34375,0.324,gen_reasoning_num,Theo had 16 candies. Theo gave 13 to Iris and then found 3 more. How many candies does Theo have now? Answer:, 6,"{""variant"": 0}"
sc_gen_num_seq_0018,structural_copying,short,Qwen/Qwen3.5-35B-A3B,identity,prompt_render_v3_identity_default,0.00012493133544921875,11,0.7044409513473511,2.890625,0.297,gen_num_seq,"15, 18, 21, ", 24,"{""pattern"": ""arithmetic"", ""start"": 15, ""step"": 3}"
sc_gen_num_seq_0026,structural_copying,short,Qwen/Qwen3.5-35B-A3B,identity,prompt_render_v3_identity_default,0.0002384185791015625,11,0.24514544010162354,2.359375,0.299,gen_num_seq,"21, 22, 23, 24, ", 25,"{""pattern"": ""arithmetic"", ""start"": 21, ""step"": 1}"
sc_gen_num_seq_0022,structural_copying,short,Qwen/Qwen3.5-35B-A3B,identity,prompt_render_v3_identity_default,0.00023937225341796875,11,0.22542110085487366,1.65625,0.31,gen_num_seq,44; 45; 46; 47; 48; 49; 50; , 51,"{""pattern"": ""arithmetic"", ""start"": 44, ""step"": 1}"
sc_gen_num_seq_0021,structural_copying,short,Qwen/Qwen3.5-35B-A3B,identity,prompt_render_v3_identity_default,0.0004024505615234375,11,0.5212863087654114,2.484375,0.307,gen_num_seq,23; 25; 27; 29; 31; , 33,"{""pattern"": ""arithmetic"", ""start"": 23, ""step"": 2}"
sc_gen_num_seq_0015,structural_copying,short,Qwen/Qwen3.5-35B-A3B,identity,prompt_render_v3_identity_default,0.0004787445068359375,11,0.6170902848243713,2.734375,0.304,gen_num_seq,6; 16; 26; 36; 46; , 56,"{""pattern"": ""arithmetic"", ""start"": 6, ""step"": 10}"
sc_gen_num_seq_0024,structural_copying,short,Qwen/Qwen3.5-35B-A3B,identity,prompt_render_v3_identity_default,0.00051116943359375,11,0.788973867893219,2.40625,0.304,gen_num_seq,30; 35; 40; 45; 50; , 55,"{""pattern"": ""arithmetic"", ""start"": 30, ""step"": 5}"
sc_gen_num_seq_0025,structural_copying,short,Qwen/Qwen3.5-35B-A3B,identity,prompt_render_v3_identity_default,0.00051116943359375,11,0.6030014157295227,2.890625,0.3,gen_num_seq,45; 55; 65; 75; , 85,"{""pattern"": ""arithmetic"", ""start"": 45, ""step"": 10}"
cm_curated_0024,cultural_memorized,short,Qwen/Qwen3.5-35B-A3B,identity,prompt_render_v3_identity_default,0.00188446044921875,11,2.4458189010620117,5.75,0.304,curated,E = mc, squared,{}
dk_gen-wikipedia-random_0018,domain_knowledge,brief,Qwen/Qwen3.5-35B-A3B,identity,prompt_render_v3_identity_default,0.006317138671875,11,3.6518218517303467,3.015625,0.336,,,,{}
sc_gen_struct_0031,structural_copying,short,Qwen/Qwen3.5-35B-A3B,identity,prompt_render_v3_identity_default,0.0093994140625,11,4.801469326019287,2.890625,0.314,gen_struct,"Name: Carol
Age: 28
City: Paris

Name: Jack
Age: 54
City:", Tokyo,"{""pattern"": ""structure_copy""}"
dk_gen-wikipedia-random_0037,domain_knowledge,brief,Qwen/Qwen3.5-35B-A3B,identity,prompt_render_v3_identity_default,0.0098876953125,11,3.426400661468506,3.296875,0.324,,,,{}
fret_counterfact_0032,factual_retrieval,short,Qwen/Qwen3.5-35B-A3B,identity,prompt_render_v3_identity_default,0.01348876953125,11,8.385664939880371,4.125,0.336,counterfact_extended,Scholars studying Henry Pottinger Stephens have documented that Henry Pottinger Stephens's profession is a, journalist,"{""subject"": ""Henry Pottinger Stephens"", ""base_prompt"": ""Henry Pottinger Stephens's profession is a""}"
fret_counterfact_0031,factual_retrieval,short,Qwen/Qwen3.5-35B-A3B,identity,prompt_render_v3_identity_default,0.018310546875,11,5.635527610778809,3.234375,0.386,counterfact_extended,"According to multiple authoritative sources discussing Louis Racine, it is widely accepted that Louis Racine's occupation is", poet,"{""subject"": ""Louis Racine"", ""base_prompt"": ""Louis Racine's occupation is""}"
sc_gen_word_list_0057,structural_copying,short,Qwen/Qwen3.5-35B-A3B,identity,prompt_render_v3_identity_default,0.0244140625,11,5.4777326583862305,4.46875,0.305,gen_word_list,"List of countries: Egypt, Spain, Italy, Japan, France,", Brazil,"{""pattern"": ""category_list"", ""category"": ""countries""}"
sc_gen_word_list_0058,structural_copying,short,Qwen/Qwen3.5-35B-A3B,identity,prompt_render_v3_identity_default,0.0272216796875,11,6.356874942779541,4.46875,0.306,gen_word_list,"List of countries: Canada, Italy, China, Egypt, Kenya,", France,"{""pattern"": ""category_list"", ""category"": ""countries""}"
rn_gen_0012,reasoning_numerical,short,Qwen/Qwen3.5-35B-A3B,identity,prompt_render_v3_identity_default,8.7738037109375e-05,10,0.9580397009849548,2.375,0.326,gen_reasoning_num,Dave has 28 paintbrushes. Grace has 4 more than Dave. Leo has 3 fewer than Grace. How many does Leo have? Answer:, 29,"{""variant"": 4}"
sc_gen_num_seq_0027,structural_copying,short,Qwen/Qwen3.5-35B-A3B,identity,prompt_render_v3_identity_default,0.00010442733764648438,10,0.32967835664749146,2.15625,0.3,gen_num_seq,"21, 26, 31, 36, 41, ", 46,"{""pattern"": ""arithmetic"", ""start"": 21, ""step"": 5}"
sc_gen_num_seq_0029,structural_copying,short,Qwen/Qwen3.5-35B-A3B,identity,prompt_render_v3_identity_default,0.0003414154052734375,10,0.3437671661376953,2.359375,0.309,gen_num_seq,42; 47; 52; 57; 62; 67; , 72,"{""pattern"": ""arithmetic"", ""start"": 42, ""step"": 5}"
sc_gen_num_seq_0017,structural_copying,short,Qwen/Qwen3.5-35B-A3B,identity,prompt_render_v3_identity_default,0.00074005126953125,10,0.777702808380127,3.0625,0.301,gen_num_seq,46; 47; 48; , 49,"{""pattern"": ""arithmetic"", ""start"": 46, ""step"": 1}"
sc_gen_num_seq_0020,structural_copying,short,Qwen/Qwen3.5-35B-A3B,identity,prompt_render_v3_identity_default,0.00177764892578125,10,0.9129554629325867,3.40625,0.297,gen_num_seq,41 44 47 50 , 53,"{""pattern"": ""arithmetic"", ""start"": 41, ""step"": 3}"
fr_counterfact_0059,factual_recall,short,Qwen/Qwen3.5-35B-A3B,identity,prompt_render_v3_identity_default,0.0244140625,10,4.824011325836182,5.6875,0.292,counterfact,Martin Koolhoven speaks, Dutch,"{""subject"": ""Martin Koolhoven""}"
rn_gen_0008,reasoning_numerical,short,Qwen/Qwen3.5-35B-A3B,identity,prompt_render_v3_identity_default,1.6570091247558594e-05,9,0.05494639277458191,2.546875,0.325,gen_reasoning_num,Liam had 11 pencils. Liam gave 2 to Naomi and then found 1 more. How many pencils does Liam have now? Answer:, 10,"{""variant"": 0}"
rn_gen_0032,reasoning_numerical,short,Qwen/Qwen3.5-35B-A3B,identity,prompt_render_v3_identity_default,4.4345855712890625e-05,9,0.16343030333518982,2.609375,0.324,gen_reasoning_num,Jack had 27 beads. Jack gave 21 to Alice and then found 1 more. How many beads does Jack have now? Answer:, 7,"{""variant"": 0}"
fr_counterfact_0022,factual_recall,short,Qwen/Qwen3.5-35B-A3B,identity,prompt_render_v3_identity_default,0.002593994140625,9,2.265481948852539,2.84375,0.296,counterfact,Jean-Marcel Jeanneney originates from, Paris,"{""subject"": ""Jean-Marcel Jeanneney""}"
fret_counterfact_0037,factual_retrieval,short,Qwen/Qwen3.5-35B-A3B,identity,prompt_render_v3_identity_default,0.01361083984375,9,3.9674112796783447,3.875,0.327,counterfact_extended,"When examining the topic of Norman Lamont in depth, one important detail stands out: Norman Lamont was employed in", London,"{""subject"": ""Norman Lamont"", ""base_prompt"": ""Norman Lamont was employed in""}"
sc_gen_alpha_seq_0000,structural_copying,short,Qwen/Qwen3.5-35B-A3B,identity,prompt_render_v3_identity_default,0.0216064453125,9,6.086369514465332,4.5,0.72,gen_alpha_seq,"U, V, W, ", X,"{""pattern"": ""alpha_continuation""}"
alg_gen_last_letter_0028,algorithmic,short,Qwen/Qwen3.5-35B-A3B,identity,prompt_render_v3_identity_default,0.0216064453125,9,4.4407958984375,5.6875,0.298,gen_last_letter,"The last letter of ""penguin"" is", n,"{""task"": ""last_letter""}"
fr_counterfact_0047,factual_recall,short,Qwen/Qwen3.5-35B-A3B,identity,prompt_render_v3_identity_default,0.02490234375,9,6.672464370727539,3.125,0.3,counterfact,Epiphanius of Salamis is a, bishop,"{""subject"": ""Epiphanius of Salamis""}"
rn_gen_0000,reasoning_numerical,short,Qwen/Qwen3.5-35B-A3B,identity,prompt_render_v3_identity_default,1.4662742614746094e-05,8,0.061990801244974136,2.453125,0.326,gen_reasoning_num,Ethan had 13 shells. Ethan gave 4 to Bob and then found 4 more. How many shells does Ethan have now? Answer:, 13,"{""variant"": 0}"
sc_gen_num_seq_0019,structural_copying,short,Qwen/Qwen3.5-35B-A3B,identity,prompt_render_v3_identity_default,0.00183868408203125,8,1.1214699745178223,3.1875,0.297,gen_num_seq,7 12 17 22 27 , 32,"{""pattern"": ""arithmetic"", ""start"": 7, ""step"": 5}"
dk_gen-wikipedia-random_0045,domain_knowledge,brief,Qwen/Qwen3.5-35B-A3B,identity,prompt_render_v3_identity_default,0.0186767578125,8,3.110811233520508,3.703125,0.324,,,,{}
cc_gen_0012,code_comprehension,short,Qwen/Qwen3.5-35B-A3B,identity,prompt_render_v3_identity_default,0.01312255859375,7,2.333108425140381,2.4375,0.309,gen_code,"```python
x = ""hello""
print(x.upper())
```
Output:", HELLO,{}
dk_gen-wikipedia-random_0054,domain_knowledge,brief,Qwen/Qwen3.5-35B-A3B,identity,prompt_render_v3_identity_default,0.0133056640625,7,4.328084945678711,2.703125,0.332,,,,{}
dk_gen-wikipedia-random_0046,domain_knowledge,brief,Qwen/Qwen3.5-35B-A3B,identity,prompt_render_v3_identity_default,0.0179443359375,7,3.696906089782715,2.546875,0.337,,,,{}
cm_lambada_0005,cultural_memorized,brief,Qwen/Qwen3.5-35B-A3B,identity,prompt_render_v3_identity_default,0.024169921875,7,3.110811233520508,3.75,0.356,lambada,"BEN HATED SLEEPING ON a friend's couch. He hated feeling like a loser who couldn't hold a job or make a go at any career he started. And he absolutely hated having to ask his brother for money. ""I just know I can make this gym thing work,"" he muttered. But Roper didn't want to talk about", money,{}
fret_counterfact_0003,factual_retrieval,short,Qwen/Qwen3.5-35B-A3B,identity,prompt_render_v3_identity_default,0.0245361328125,7,5.86094856262207,5.03125,0.314,counterfact_extended,"A detailed analysis of Grande Arche shows that across various references, Grande Arche can be found in", Paris,"{""subject"": ""Grande Arche"", ""base_prompt"": ""Grande Arche can be found in""}"
fret_counterfact_0011,factual_retrieval,short,Qwen/Qwen3.5-35B-A3B,identity,prompt_render_v3_identity_default,0.0306396484375,7,5.906033039093018,4.03125,0.331,counterfact_extended,"In a comprehensive review of Zehra Sheerazi, researchers noted several key facts. Among them, Zehra Sheerazi is originally from", Karachi,"{""subject"": ""Zehra Sheerazi"", ""base_prompt"": ""Zehra Sheerazi is originally from""}"
dk_gen-wikipedia-random_0041,domain_knowledge,brief,Qwen/Qwen3.5-35B-A3B,identity,prompt_render_v3_identity_default,0.03271484375,7,3.741990327835083,3.0625,0.329,,,,{}
dk_gen-wikipedia-random_0029,domain_knowledge,brief,Qwen/Qwen3.5-35B-A3B,identity,prompt_render_v3_identity_default,0.033203125,7,3.5616533756256104,2.78125,0.333,,,,{}
dk_gen-wikipedia-random_0052,domain_knowledge,brief,Qwen/Qwen3.5-35B-A3B,identity,prompt_render_v3_identity_default,0.033203125,7,3.94486927986145,2.828125,0.33,,,,{}
sc_gen_alpha_seq_0003,structural_copying,short,Qwen/Qwen3.5-35B-A3B,identity,prompt_render_v3_identity_default,0.050537109375,7,5.387564182281494,6.8125,0.292,gen_alpha_seq,R; S; T; , U,"{""pattern"": ""alpha_continuation""}"
sc_gen_num_seq_0016,structural_copying,short,Qwen/Qwen3.5-35B-A3B,identity,prompt_render_v3_identity_default,0.000507354736328125,6,0.19301681220531464,1.78125,0.308,gen_num_seq,"40, 43, 46, 49, 52, 55, 58, ", 61,"{""pattern"": ""arithmetic"", ""start"": 40, ""step"": 3}"
cc_gen_0007,code_comprehension,short,Qwen/Qwen3.5-35B-A3B,identity,prompt_render_v3_identity_default,0.01708984375,6,2.3105661869049072,2.796875,0.314,gen_code,"```python
s = ""abcdef""
print(s[:3])
```
Output:", abc,{}
dk_gen-wikipedia-random_0044,domain_knowledge,brief,Qwen/Qwen3.5-35B-A3B,identity,prompt_render_v3_identity_default,0.0263671875,6,3.358774423599243,3.390625,0.319,,,,{}
fr_counterfact_0011,factual_recall,short,Qwen/Qwen3.5-35B-A3B,identity,prompt_render_v3_identity_default,0.029052734375,6,2.840305805206299,4.90625,0.294,counterfact,Juan Carlos Garrido writes in, Spanish,"{""subject"": ""Juan Carlos Garrido""}"
sc_gen_alpha_seq_0008,structural_copying,short,Qwen/Qwen3.5-35B-A3B,identity,prompt_render_v3_identity_default,0.03369140625,6,7.16839075088501,4.5625,0.292,gen_alpha_seq,A; B; C; D; , E,"{""pattern"": ""alpha_continuation""}"
fret_counterfact_0036,factual_retrieval,short,Qwen/Qwen3.5-35B-A3B,identity,prompt_render_v3_identity_default,0.041748046875,6,6.62738037109375,4.5,0.341,counterfact_extended,"In a comprehensive review of  Chelyabinsk meteor, researchers noted several key facts. Among them, The location of Chelyabinsk meteor is", Russia,"{""subject"": "" Chelyabinsk meteor"", ""base_prompt"": ""The location of Chelyabinsk meteor is""}"
fr_counterfact_0007,factual_recall,short,Qwen/Qwen3.5-35B-A3B,identity,prompt_render_v3_identity_default,0.050048828125,6,4.666216850280762,4.96875,0.296,counterfact,Abraham Mateo speaks, Spanish,"{""subject"": ""Abraham Mateo""}"
fret_counterfact_0000,factual_retrieval,short,Qwen/Qwen3.5-35B-A3B,identity,prompt_render_v3_identity_default,0.00113677978515625,5,0.2831852436065674,3.96875,0.316,counterfact_extended,"When examining the topic of Christoph Kramer in depth, one important detail stands out: Christoph Kramer plays as", midfielder,"{""subject"": ""Christoph Kramer"", ""base_prompt"": ""Christoph Kramer plays as""}"
alg_gen_first_letters_0023,algorithmic,short,Qwen/Qwen3.5-35B-A3B,identity,prompt_render_v3_identity_default,0.017822265625,5,3.9674112796783447,5.15625,0.3,gen_first_letters,"First letters of Apple, Date, Jackfruit, Banana:", ADJB,"{""task"": ""first_letters""}"
dk_gen-wikipedia-random_0001,domain_knowledge,brief,Qwen/Qwen3.5-35B-A3B,identity,prompt_render_v3_identity_default,0.01904296875,5,2.2767531871795654,2.765625,0.334,,,,{}
fret_counterfact_0033,factual_retrieval,short,Qwen/Qwen3.5-35B-A3B,identity,prompt_render_v3_identity_default,0.029541015625,5,4.643674850463867,4.3125,0.329,counterfact_extended,"When examining the topic of Simon McCoy in depth, one important detail stands out: Simon McCoy is employed by", BBC,"{""subject"": ""Simon McCoy"", ""base_prompt"": ""Simon McCoy is employed by""}"
fr_counterfact_0067,factual_recall,short,Qwen/Qwen3.5-35B-A3B,identity,prompt_render_v3_identity_default,0.0301513671875,5,7.258559226989746,5.84375,0.3,counterfact,The original language of District 13 is, French,"{""subject"": "" District 13""}"
alg_gen_reverse_word_0025,algorithmic,short,Qwen/Qwen3.5-35B-A3B,identity,prompt_render_v3_identity_default,0.037109375,5,6.537211894989014,6.3125,0.296,gen_reverse_word,"Reverse the word ""river"": ", revir,"{""task"": ""reverse_word""}"
sp_lm_syneval_0016,syntactic_pattern,short,Qwen/Qwen3.5-35B-A3B,identity,prompt_render_v3_identity_default,0.03955078125,5,7.303643703460693,8.625,0.283,lm_syneval,The consultants, are short and swim,"{""pattern"": ""agreement_minimal_pair"", ""case"": ""vp_coord"", ""variant"": ""plur_MS_MV_MV"", ""contrast"": ""swim and is tall""}"
dk_gen-wikipedia-random_0012,domain_knowledge,brief,Qwen/Qwen3.5-35B-A3B,identity,prompt_render_v3_identity_default,0.04833984375,5,4.508421897888184,2.75,0.338,,,,{}
alg_gen_last_letter_0021,algorithmic,short,Qwen/Qwen3.5-35B-A3B,identity,prompt_render_v3_identity_default,0.05322265625,5,4.418253421783447,5.0,0.297,gen_last_letter,"The last letter of ""mountain"" is", n,"{""task"": ""last_letter""}"
sc_gen_word_list_0054,structural_copying,short,Qwen/Qwen3.5-35B-A3B,identity,prompt_render_v3_identity_default,0.05419921875,5,5.951117038726807,4.53125,0.322,gen_word_list,"List of animals: lion, cat, fish, horse, dog,", bird,"{""pattern"": ""category_list"", ""category"": ""animals""}"
sc_gen_alpha_seq_0006,structural_copying,short,Qwen/Qwen3.5-35B-A3B,identity,prompt_render_v3_identity_default,0.055908203125,5,5.770780086517334,5.625,0.296,gen_alpha_seq,R; S; T; U; , V,"{""pattern"": ""alpha_continuation""}"
dk_curated_domain_0032,domain_knowledge,short,Qwen/Qwen3.5-35B-A3B,identity,prompt_render_v3_identity_default,0.05712890625,5,2.8741190433502197,3.015625,0.313,,,,{}
fret_counterfact_0012,factual_retrieval,brief,Qwen/Qwen3.5-35B-A3B,identity,prompt_render_v3_identity_default,0.0693359375,5,4.801469326019287,3.609375,0.325,counterfact_extended,"The following information pertains to Assyrian Church of the East. After careful examination of the available evidence, we can state that Assyrian Church of the East is headquartered in", Chicago,"{""subject"": ""Assyrian Church of the East"", ""base_prompt"": ""Assyrian Church of the East is headquartered in""}"
sc_gen_word_list_0051,structural_copying,short,Qwen/Qwen3.5-35B-A3B,identity,prompt_render_v3_identity_default,0.08544921875,5,3.787074565887451,4.0,0.3,gen_word_list,"List of colors: green, black, brown, white, purple,", pink,"{""pattern"": ""category_list"", ""category"": ""colors""}"
rt_gen_0020,reasoning_tracking,brief,Qwen/Qwen3.5-35B-A3B,identity,prompt_render_v3_identity_default,0.0966796875,5,4.711300849914551,2.609375,0.32,gen_reasoning_track,Eve put the cup in the bedroom. Eve went to the living room. Grace moved the cup to the attic. Where is the cup now? The cup is in the, attic,"{""variant"": 0}"
rt_gen_0019,reasoning_tracking,brief,Qwen/Qwen3.5-35B-A3B,identity,prompt_render_v3_identity_default,0.00457763671875,4,0.8509646654129028,2.640625,0.315,gen_reasoning_track,Grace has the toy. Grace gives the toy to Dave. Dave gives the toy to Bob. Bob gives the toy to Dave. Who has the toy?, Dave,"{""variant"": 3}"
