prompt_id,type,winner,prompt,target,tier,source,tokens_approx,pc1,pc2,pc3,length_resid_pc1,length_resid_pc2,length_resid_pc3
cm_lambada_0033,cultural_memorized,late_boost_bal_0.60,"She groaned as she fought to keep her shoulder from popping out of its socket. “Nice catch,” said Lee. He closed his eyes and fell backward off the beam. Haven watched his body fall toward the ground. She turned away at the moment of impact and saw that the little girl was looking up at her calmly. A groan of exertion quickly turned to a scream of pain as Haven lifted the little girl up onto the", beam,med,lambada,100,-7.769009,-5.821881,2.256163,-0.763796,5.632061,-0.826948
cm_lambada_0035,cultural_memorized,off,"Suddenly he took a wild swing and banged his horseshoe into Mitch's desk. ""Blasted fly!"" said Elias darkly. ""This horseshoe just isn't working too well. Do you think I'd get him quicker using a horse harness?"" ""A week from Friday,"" said Mitch. ""Hey, now, it won't take me that long to get him,"" said", Elias,brief,lambada,70,-5.246386,-1.432019,3.878796,-3.037604,3.527074,-2.492435
cm_lambada_0036,cultural_memorized,late_boost_bal_0.60,"Dust and debris fill the air as the boulders fall, blocking the entrance. She staggers back, surveying the results. Yes, it will do, the opening is no longer evident. “Can thou transport us as close to where we left the last batch of eggs as possible?” Belnarth does not answer, but in the next breath they stand in the warm cavern beside the pile of", eggs,med,lambada,84,-8.640288,-4.930219,-0.317464,-3.653245,5.249366,1.978514
cm_lambada_0037,cultural_memorized,late_boost_bal_0.60,"Not after what Ripred had said. Then it occurred to him that he was not alone; he was only half of a team, and it might be important for Ares to know Ripred's thoughts as well. ""Hey, Ares, can you keep a secret?"" said Gregor. ""I would say it is one of my few talents,"" said", Ares,brief,lambada,72,-6.754602,-0.015744,2.139936,-4.57437,1.903661,-1.227312
cm_lambada_0039,cultural_memorized,off,"""I'm not her, Zach."" ""I know, darlin'. And I'm sorry for holding you accountable. I'm the one at fault for not seeing it sooner."" He shook his head. ""The same as I am for not recognizing what she was doing."" ""You can't blame yourself for what happened,", Zach,brief,lambada,61,-10.35764,-1.017915,0.48726,-8.930358,3.172181,0.679568
cm_lambada_0040,cultural_memorized,triad_odd_bal_0.45,"a girl wearing a terry-cloth Lacoste dress and grosgrain-ribbon flip-flops whispered to her friend, who had on an equally short sundress and sky-high wedge heels. ""He told me."" ""He told me he's playing in the New Year's tournament,"" Wedge Heels said back. Lacoste Dress rolled her eyes. ""Of course he's playing in the", tournament,brief,lambada,68,-2.269636,-5.421627,3.537794,0.787222,5.619299,-2.247867
cm_lambada_0041,cultural_memorized,late_boost_bal_0.60,"Though it jammed against her outstretched arm, crushing her fingers, she managed to keep them pressing into the book. And that was all it took. With every scrap of determination and attention she could muster, she fought against her allergies, and blasted magic into every page. She didn’t have time for a well-thought-out", spell,brief,lambada,68,-8.878305,-3.532893,-0.714466,-6.026983,4.493282,2.278091
cm_lambada_0043,cultural_memorized,late_boost_bal_0.60,"Mathews lifted a dark brow. ""Are you sure about that? I mean, wouldn't it be better to wait until Dale is home safe and sound?"" ""The longer I wait to tell her, the worse it will be for both of us."" ""Good luck. You're going to need it,"" said", Mathews,brief,lambada,63,0.453131,-3.201899,2.14164,2.263458,3.078962,-1.309581
cm_lambada_0044,cultural_memorized,triad_odd_bal_0.45,"“I guess so,” said Susan. “We all saw what was happening.” “Do you honestly think anyone will believe us?” asked Melody. “They have to,” I replied. “I just wish I would have taken a picture with my phone.” “There was no time,” said", Susan,brief,lambada,55,-2.102388,-1.936575,3.579785,-1.584487,3.849043,-2.115206
cm_lambada_0045,cultural_memorized,off,"“Ah, it’s called reading. Ever try it?” Amber snickered. On Thursday afternoon, Amber got a call from Peggy. “Hey Amber. I’m about ten minutes away. Do you guys want to meet me in the parking lot?” Darren and Amber didn’t have a car so they had made plans to ride with", Peggy,brief,lambada,66,-6.939176,-4.150257,0.613287,-4.318493,5.423772,1.363775
cm_lambada_0046,cultural_memorized,constant_2.6,"All I can think about is what I want, which has nothing to do with getting out of this box, suddenly. ""Feel my heartbeat. Can you feel it?"" ""Yes."" ""Feel how steady it is?"" I smile into her shoulder. ""It's fast."" ""Yes, well, that has nothing to do with the", box,brief,lambada,65,-12.982125,-1.279846,1.741886,-11.085012,4.864069,0.40271
cm_lambada_0048,cultural_memorized,late_boost_bal_0.60,"They want us crazy and lost first."" ""Well, they're doing a really good job of it,"" I grumbled. ""Hey,"" he tilted my chin up and stared into my eyes- all the way in, all the way into my soul. ""You're not crazy and you're not", lost,brief,lambada,58,-2.022141,-4.13173,3.583027,-0.506083,5.121044,-2.254331
cm_lambada_0049,cultural_memorized,triad_odd_bal_0.45,"Waiting and searching, and repeating the words of the prophecy to ourselves, in our dreams, as we wake and as we pray. We have expected your coming for such a long time now, Ella, it is a wonder that you have finally come to us. With these final words, Oisin turned his gaze to", Ella,brief,lambada,70,-5.517067,-1.728781,0.122061,-3.050385,2.336548,0.804506
cm_lambada_0050,cultural_memorized,off,"A few minutes passed, which seemed like hours to me, and there was no increase in the numbers; only the three now visible, all moving slowly around the roof. He leaned forward, picked up two shells and loaded them into the twin barrels. Then, before closing the gun, he stood up and nodded in the direction of my Mother. She, in turn, stood and grabbed my arm to pull me back a couple of paces further behind and to the side, away from the", shotgun,med,lambada,109,-15.389493,-2.960318,-0.186808,-7.819566,4.027921,1.743041
cm_lambada_0051,cultural_memorized,off,"What do you want him for?” “Get him,” I told her. “He and I have a talk coming, and right now is as good a time as any.” Elsie glared at me and drew herself up straight. “Now you listen here, Hill William.” “No,” I interrupted, “you", listen,brief,lambada,61,-5.683101,-3.806037,3.120675,-3.729163,5.252439,-1.639498
cm_lambada_0052,cultural_memorized,off,"Ares flew in for him but Gregor waved him toward the mice, some of whom were unable even to get to their feet. Suddenly the cinders vanished and he was wading again, this time through a shallow river with a current. He plucked a struggling mouse pup from the water and hoisted it onto his shoulder. Fortunately it was able to cling there on its own because his arms were soon full of a second", pup,med,lambada,97,-13.00518,-3.748003,-0.838621,-6.662571,4.463461,2.456127
cm_lambada_0053,cultural_memorized,off,"BEN HATED SLEEPING ON a friend's couch. He hated feeling like a loser who couldn't hold a job or make a go at any career he started. And he absolutely hated having to ask his brother for money. ""I just know I can make this gym thing work,"" he muttered. But Roper didn't want to talk about", money,brief,lambada,74,-13.445392,-0.551907,-0.471939,-10.591946,3.070849,2.068734
cm_lambada_0054,cultural_memorized,late_boost_bal_0.60,"Fitch sat for a moment, then finally he sighed and reached out to sketch a copy of the looping swirl on the desk. Nothing happened. Joel held his breath. Minutes ticked by. Still nothing. He walked nervously over to the desk. ""Did you draw it right?"" ""Hum. Well, I think so,"" Fitch said, holding up the", sketch,brief,lambada,72,-9.77433,-3.758372,-2.381082,-6.334265,4.2183,3.888349
cm_lambada_0055,cultural_memorized,off,"All these questions circle around in my brain creating a tornado so strong I'm surprised the National Tornado Center doesn't issue an all-points bulletin. Yes, I'm going that crazy. Today is a gym day so we didn't jog this morning. Oh, and it also happens to be my weigh in day too. It's weird because I'm not even", nervous,brief,lambada,75,-10.501111,-3.396856,-1.23057,-6.875235,4.646251,3.140705
cm_lambada_0056,cultural_memorized,off,"Right now they were still far from civilization. He needed to save his concerns for more important things, like those things below them in the maze. He stopped suddenly and listened. “What’s wrong?” He didn’t want to say what was wrong. He hoped he was mistaken. He hurried to the side of the bridge and shined his flashlight down onto the", maze,brief,lambada,79,-4.486124,-5.302838,-0.706719,-0.103162,4.732179,2.177223
cm_lambada_0057,cultural_memorized,late_boost_bal_0.60,"Ives hopped in deftly, after giving the boat a strong, hard push. The pilot started the outboard and we headed out to sea. The boat was bobbing and weaving madly. I was holding on for dear life, unable to fathom how anyone could earn a living doing something as dangerous as this. We talked amongst each other, huddled together in the middle of the", boat,med,lambada,83,-10.968796,-2.675171,-0.617729,-6.550136,3.562273,1.903568
cm_lambada_0058,cultural_memorized,off,"“Now let go of me. I’m leaving.” “No you’re not!” Eddie swung Sarah back into the kitchen, knocking over the table. She fell among the glasses, plates and pasta to the floor. “Help! Somebody help me!” Sarah screamed while throwing shards of broken glass and stoneware at", Eddie,brief,lambada,61,-7.448436,-3.498492,2.533845,-5.584326,5.636213,-0.63265
cm_lambada_0059,cultural_memorized,triad_odd_bal_0.45,"I watched them, bemused as they continued to tussle for a few minutes more before stopping. They were both breathing a little heavier but their smiles were wide and very genuine. The smile on Aaron's face transformed him completely. Suddenly he wasn't so intimidating. ""Carrie, this is my brother,", Aaron,brief,lambada,63,-1.785375,-3.506021,1.851767,0.196653,3.714176,-0.849936
cm_lambada_0060,cultural_memorized,edges_narrow_bal_0.55,"“I wish I had a sister, doesn’t have to be a twin, just any old sister.” “That’s stupid!” shouted Bryan. “Stupid, stupid, stupid!” Joel stared at him in his dream, stared at his twin and loved that his twin was a mirror of himself. It was special and wonderful and magical to have a", twin,brief,lambada,70,-9.470738,-2.458976,-1.400052,-6.64075,3.41712,2.709692
cm_lambada_0061,cultural_memorized,constant_2.6,"Parts of her body were hot and other parts were cold. Dak stood next to her, staring at something in his hands. She followed his gaze and saw that he clutched the Infinity Ring. The soldiers were nowhere to be seen - but neither were Dak's parents. He was frozen, his eyes glued to the", Ring,brief,lambada,71,-6.016994,-5.106319,1.320417,-2.56198,5.631066,0.227518
cm_lambada_0062,cultural_memorized,late_boost_bal_0.60,"""Apparently they had only just begun their hike, when about half a kilometer into the scrub, they saw a whole heap of birds gathering near a clearing just off the track a ways. Julia went over for a closer look; she thought it might have been an injured animal or something. As you can imagine, it didn’t take them long to figure out that it was no", animal,med,lambada,87,-9.687279,-4.871174,0.391472,-4.331555,5.447953,1.355668
cm_lambada_0063,cultural_memorized,late_boost_bal_0.60,"There are a lot of places to hide there, a lot of buildings we can sneak into, and there might be weapons still there or maybe even food."" ""I don't know the base very well,"" one man said. ""The aliens could be out there,"" another woman replied. ""Wouldn't it make sense for them to take over that place, and use it as their own?"" I couldn't argue with that, it would make sense, but I doubted the aliens were on the", base,med,lambada,105,-10.449283,-4.811349,0.361137,-3.041139,4.863399,1.243703
cm_lambada_0064,cultural_memorized,edges_narrow_bal_0.55,"Love is when you’re at your worst and that someone is still there, believing in you, having faith and you, and seeing you as the most beautiful person on earth.” She smiled lightly. Blake smiled as well, “That was beautiful.” He said. “I’m good with words, huh?” She joked. He smiled, “Yeah. But seriosuly, that was the best description I’ve ever heard of", love,med,lambada,81,-10.909846,-3.43784,-0.642765,-6.482305,4.046649,1.847611
cm_lambada_0065,cultural_memorized,late_boost_bal_0.60,"Sarila asked, counting their numbers and dreading the outcome. They were evenly paired tonight which meant that Kasar might try and dance with her. ""Never mind those two, tell us about the one behind you Sara,"" one of the females said, eyeing Kasar up and down his magnificent physique. ""Nancy, Julie and Cindy, this is", Kasar,brief,lambada,71,-12.035169,-0.928284,0.259185,-9.472259,3.300855,1.262916
cm_lambada_0067,cultural_memorized,off,"""You can tell Mum's not going anywhere-it took her five minutes just to remember where he was!"" Alice nodded, well used to their eccentricities. ""Here we are!"" Flora planted them in the middle of a group of tanned, tawny-haired woman. ""Everyone, this is my sister,", Alice,brief,lambada,58,-3.630844,-3.038189,1.310776,-2.24956,3.700735,-0.27547
cm_lambada_0068,cultural_memorized,triad_odd_bal_0.45,"Everything in me was screaming to pull Kash into the back and tell him exactly who Blake was to me. But I didn't want to voice those words at all, and especially not at work. I couldn't break down in front of everyone. I needed a distraction. Or to leave. Something, anything to take my mind off", Blake,brief,lambada,74,-10.646368,-3.227651,0.908108,-7.255019,5.354385,1.266032
cm_lambada_0069,cultural_memorized,triad_odd_bal_0.45,"As I took a seat beside Wolfe on the bed I realised how much older Kir looked than Wolfe, despite them being of the same age. It was almost as if Kir had seen too much; whatever he had gone through had made a physical impression on him. ""Who do you think set the rookery up,", Wolfe,brief,lambada,72,-4.744414,-2.715204,-1.137164,-1.784062,2.530591,2.057094
cm_lambada_0071,cultural_memorized,late_boost_bal_0.60,"After today, when the bus delivered Carter to his home, it was unlikely he'd ever see Rusty again. Carter couldn't bear to have that happen, but he had to prepare himself for disappointment. Because it was the last day before winter break, school was dismissed an hour early. While Carter lined up with his friends for bus number seven, he scanned the area for", Rusty,med,lambada,83,-8.151552,-4.675762,1.558423,-3.410305,5.57062,0.252542
cm_lambada_0072,cultural_memorized,constant_2.6,"Skye imagined running, hiding, maybe relocating closer to her stepfather. But if Burke was truly bent on finding her, he'd be able to do so sooner or later because she refused to cut all ties with the people and places she loved, refused to let him cost her any more than he already had. Besides, she didn't feel that close to her", stepfather,brief,lambada,80,-9.130262,-4.367745,3.817323,-4.809228,6.193932,-1.920269
cm_lambada_0073,cultural_memorized,edges_narrow_bal_0.55,"It was too tempting. Too easy."" One of his father's first tasks was to get the Hoegbotton army across the Moth in a way that allowed quick return. He accomplished this with boats, with floating bridges that could be taken apart and reused in other ways. From there, ""the Fixer,"" as he came to be called, participated in more than a dozen", battles,brief,lambada,80,-13.350388,-2.261945,-0.508982,-9.379255,4.314022,2.392162
cm_lambada_0074,cultural_memorized,late_boost_bal_0.60,"*** Horatius passed a stall with caged birds—pigeons, grouse, pheasants. Geese strutted in a small pen with a rope net over it to keep them in. He pulled the tether and stopped the mule. “Good sir, do you have a white dove? Not yet a fledgling, preferably.” “Aye,” said the man at the", stall,brief,lambada,68,-8.722851,-3.412161,-0.789887,-5.887254,4.215889,2.16819
cm_lambada_0075,cultural_memorized,edges_narrow_bal_0.55,"Mari slipped the SQuare back into the satchel then gestured at the menacing door. ""This is the HOC - Hystorian Operations Center. Are you two ready?"" Sera glanced over at Dak, who was actually smiling. Smiling. Maybe he'd survive his parents' disappearance after all. They both nodded at each other with knowing looks. ""We're ready,"" Sera said, right before Dak added his own confirmation: ""The Time Nerds are a", go,med,lambada,89,-10.350605,-3.693993,-0.579663,-4.98923,3.996861,1.900218
cm_lambada_0076,cultural_memorized,late_boost_bal_0.60,"“But there is no sink…” argued Sharianna, as Joseph reached out and put his hand under the pipe. Water suddenly gushed out onto his hand and he jerked it back in time for everyone to see the water miraculously “flow” through mid air and disappear into the wall below the faucet. “Whoa,” said Joseph softly. “I guess you don’t need a", sink,brief,lambada,79,-6.191044,-5.94342,1.937117,-1.523933,5.822554,-0.587911
cm_lambada_0077,cultural_memorized,off,"‘Was it good?’ ‘Yes, it was great,’ with very little emotion in his voice. Laura could see Josh was struggling and the last thing he wanted to do was to talk to her, but she had come this far and she really needed to carry on. ‘So, how are you doing,", Josh,brief,lambada,66,-7.689479,-2.17224,1.525329,-5.579258,4.076539,0.023433
cm_lambada_0078,cultural_memorized,triad_odd_bal_0.45,"“Over there!” I reply, jumping up and down. “For heaven’s sake, calm down, Sarah,” says Uncle Marty, gripping my arm. “Uncle Marty! That man is evil! I’m telling you!” “What man? There are a thousand men in here,", Sarah,brief,lambada,49,-6.782347,-4.296339,0.133736,-6.01513,5.845265,1.825481
cm_lambada_0079,cultural_memorized,off,"""The witches have you that cowed?"" he taunted, the stake held casually in his fingers as if he forgot he even held it. Dante was not stupid. The wizard hoped to rile his anger and give him the opportunity to strike. ""Pathetic."" Dante shrugged. ""It has nothing to do with the", witches,brief,lambada,66,-8.676146,-2.471081,1.845271,-6.45652,4.638254,-0.112103
dk_curated_domain_0002,domain_knowledge,late_boost_bal_0.60,"In machine learning, the technique of randomly dropping neurons during training to prevent overfitting is called", dropout,short,curated_domain,20,4.962732,0.792553,0.2215,0.703794,-0.158479,-0.082862
dk_curated_domain_0032,domain_knowledge,off,"In economics, the theory that increasing the money supply leads to proportional increases in price levels is known as the quantity theory of", money,short,curated_domain,29,1.972125,-1.19989,-0.498869,-0.607844,1.623388,1.111538
dk_curated_domain_0035,domain_knowledge,constant_2.6,"The deepest known point in Earth's oceans, located in the western Pacific, is called the Mariana", Trench,short,curated_domain,20,6.335728,-2.082722,0.155932,2.782864,1.9871,0.395757
dk_curated_domain_0038,domain_knowledge,triad_odd_bal_0.45,The treaty that ended World War I and imposed heavy reparations on Germany was the Treaty of, Versailles,short,curated_domain,22,6.860941,-1.550012,2.335427,3.298255,2.15091,-1.623733
dk_curated_domain_0039,domain_knowledge,off,"The ancient trade route connecting China to the Mediterranean, facilitating the exchange of silk, spices, and ideas, was known as the Silk", Road,short,curated_domain,28,0.636258,-0.387767,1.060069,-2.244818,1.61502,-0.507963
dk_curated_domain_0051,domain_knowledge,off,"In neuroscience, the gap between two neurons where neurotransmitters are released to transmit signals is called the synaptic", cleft,short,curated_domain,23,2.85099,-1.31233,0.568571,-0.437419,2.045906,0.06938
dk_curated_domain_0054,domain_knowledge,edges_narrow_bal_0.55,"The mathematical constant approximately equal to 2.71828, which is the base of the natural logarithm, is known as Euler's", number,short,curated_domain,24,0.819376,-2.718542,0.305545,-1.878341,3.471911,0.681312
dk_curated_domain_0055,domain_knowledge,late_boost_bal_0.60,"In computer science, the data structure that follows the Last-In-First-Out principle is called a", stack,short,curated_domain,18,5.047942,-1.378954,-0.517131,1.118598,1.719365,1.211181
dk_curated_domain_0063,domain_knowledge,triad_odd_bal_0.45,The philosophical thought experiment involving a cat that is simultaneously alive and dead until observed was proposed by, Schrödinger,short,curated_domain,23,9.938992,-2.375749,1.778719,6.648766,1.754021,-1.450694
dk_curated_domain_0067,domain_knowledge,off,"In organic chemistry, the process by which a carboxylic acid reacts with an alcohol to form an ester and water is called", esterification,short,curated_domain,28,-0.074973,1.047562,0.804791,-3.309936,0.510133,-0.431874
dk_gen-wikipedia-random-battery4_0000,domain_knowledge,off,"The Himalayan region of Kashmir is defined by a unique geography and a history that has served as a crossroads for Hinduism, Buddhism, and Islam. Over centuries, this isolation and cultural intersection birthed a distinct indigenous tradition of religious syncretism and communal harmony. This ethos is reflected in the shared celebrations of festivals, a common cuisine, and the joint veneration of Sufi shrines. Historically, this philosophy was championed by leaders like Sultan Zain-ul-Abidin and is personified in the legend of the mystic Lal Ded, whose remains were reportedly claimed by both Hindus and Muslims. Despite the political turmoil and the displacement of populations in the late 20th century, many residents still view this cultural identity as a source of resilience and a foundation for a joint Hindu-Muslim society. While its influence is primarily concentrated within the Kashmir Valley rather than the outlying regions of Jammu or Ladakh, it remains the primary term used to describe this specific brand of social and religious", Kashmiriyat,long,gen-wikipedia-random-battery4,210,-21.572349,-1.692619,0.006788,-2.498681,-0.423598,-0.191616
dk_gen-wikipedia-random-battery4_0001,domain_knowledge,edges_narrow_bal_0.55,"In the context of competitive sports, the concept of possession refers to the physical control of the ball or the primary implement of play by a specific team or individual. This control is a fundamental aspect of gameplay strategy, as it typically grants the controlling side the primary opportunity to score points. In goal-based sports such as basketball, lacrosse, hockey, and various forms of football, the side holding the ball is designated as being on offense, while the opposing side is on defense. Conversely, in bat-and-ball games like cricket and baseball, the fielding team technically controls the ball and is considered the defensive side. 

The methods for establishing possession at the beginning of a match vary significantly across disciplines. Some sports utilize a coin flip to decide which team starts with the ball, while others rely on home team status. Many sports employ a neutral restart where both teams have an equal physical opportunity to seize control, such as a jump ball in basketball or a dropped-ball in association football. Once play is underway, possession can be exchanged through scoring, physical takeaways like interceptions and steals, or through specific rule-based constraints. For example, gridiron football uses a system of downs, and rugby league allows for a set number of tackles before a change of possession is mandated. 

To prevent teams from simply holding the ball to exhaust the game clock when they have a lead, some sports implement a device that requires the offensive team to attempt a score within a strictly defined timeframe. This mechanism, which helps maintain the pace of the game and prevents stalling, is known as a", shot clock,long,gen-wikipedia-random-battery4,352,-23.060036,-3.099591,-3.071597,12.898457,-6.739986,0.082731
dk_gen-wikipedia-random-battery4_0003,domain_knowledge,edges_narrow_bal_0.55,"Founded originally in 1985 as Financial Data Systems, Inc., the firm that would eventually become a major global exchange-traded fund sponsor underwent several transformations. After a period as a financial media company publishing titles like Individual Investor, the organization pivoted toward developing fundamentally weighted index methodologies. This strategic shift culminated in the June 2006 launch of its first family of ETFs, which utilized a specific weighting strategy influenced by the research of Professor Jeremy Siegel. Siegel's work suggested that long-term performance could be optimized with lower risk by focusing on companies that distributed earnings to shareholders. Consequently, WisdomTree distinguished itself in the market by launching its first family of", dividend weighted ETFs,med,gen-wikipedia-random-battery4,141,-11.402813,-4.869613,-0.202741,0.33081,2.652734,0.626562
dk_gen-wikipedia-random-battery4_0004,domain_knowledge,late_boost_bal_0.60,"In the pursuit of underground exploration, enthusiasts often survey karst topography for sinkholes, rock outcrops, or areas underlain by soluble limestone and lava flows to find new features. While some openings are naturally large enough for human entry, many require physical modification to bypass obstructions. This practice, which involves enlarging small openings to create accessible entrances, is known as cave digging. When simple hand tools like shovels, buckets, and crowbars are insufficient to clear soil and loose debris, more intensive methods are employed. For instance, unstable areas may require shoring with scaffolding or concrete to prevent collapse, while solid rock barriers might necessitate the use of explosives, rock shaving, or a technique involving wedges driven into drilled holes known as plug and feather. Another modern method for cleaving rock involves drilling a hole and using a small charge, such as one designed for a nail gun, in a process referred to as", capping,med,gen-wikipedia-random-battery4,197,-17.691607,-1.357845,-3.536078,-0.18089,-2.370964,2.689097
dk_gen-wikipedia-random-battery4_0005,domain_knowledge,off,"Located in Methuen, Massachusetts, the residence at 491 Prospect Street stands as a significant local example of residential architecture from the turn of the 20th century. Constructed around 1900, this three-story wood-frame structure was representative of the homes built for prosperous businessmen in the Methuen and Lawrence areas during that era. When the property was officially recognized for its historical value in 1984, it featured several distinct ornamental elements, including curved exterior corners and a carriage house dating from the same period. One of its most prominent decorative highlights was a specialized window located in the gable, which was originally surrounded by square-cut shingles meticulously arranged to form a keystone motif. Although this specific detail was later obscured or removed when the building underwent siding updates, the house remains noted for its architectural classification as a fine specimen of the", Shingle Style,med,gen-wikipedia-random-battery4,182,-20.256465,-1.554546,-2.989496,-4.316028,-0.89717,2.612978
dk_gen-wikipedia-random-battery4_0006,domain_knowledge,off,"Derived from the regional fandangos of Andalusia, Malagueñas transitioned from a rhythmic folk-song into a specialized flamenco style during the 19th century. In its modern form, it is classified among the Cantes de Levante and is characterized by a rich, melodic structure that incorporates microtones and virtuous flourishes. Unlike its faster, rhythmic ancestors known as Verdiales, modern Malagueñas are generally performed 'ad libitum' without a regular rhythmic pattern. This lack of a strict meter means the style is rarely used for dancing and is instead categorized as a", cante libre,med,gen-wikipedia-random-battery4,114,-16.062821,-3.601894,-1.835142,-7.546186,3.2546,2.677726
dk_gen-wikipedia-random-battery4_0007,domain_knowledge,late_boost_bal_0.60,"Within the field of carbohydrate chemistry, cyclic oligosaccharides are valued for their lack of a reducing end and their unique structural geometries. While the most well-known members of this category are the cyclodextrins, which are characterized specifically by α-1,4-linked glucose units, researchers in 1993 identified a distinct class of cyclic products during the study of bacterial cultures. These molecules, which can be found in trace amounts in brown sugar, are primarily synthesized through the enzymatic action of cycloisomaltooligosaccharide glucanotransferase (CITase) on dextran or similar glucans. Unlike their α-1,4-linked counterparts, these non-reducing carbohydrates are composed of glucose units connected primarily by α-1,6 glycosidic bonds. This specific linkage pattern and cyclic structure define the molecule known as", cyclodextran,med,gen-wikipedia-random-battery4,149,-20.005591,-1.551079,-1.950506,-7.865878,0.722382,2.073755
dk_gen-wikipedia-random-battery4_0008,domain_knowledge,off,"The Republic of Indonesia faces significant economic and environmental challenges due to overfishing, overcapacity, and the marginalization of local fishermen. To address these issues and protect national pride, the government established a specialized agency on November 23, 2000, via Presidential Decree No. 165/2000. Operating as an Echelon I Unit under the Ministry of Marine Affairs and Fisheries, this agency is tasked with developing policies, managing supervisory vessels, and handling criminal acts related to marine resources. Its legal authority is derived from several domestic laws and international conventions, including UNCLOS and the FAO Compliance Agreement. The organization is structured into several directorates, including those focused on fleet monitoring, marine offence management, and fisheries management supervision. To combat activities that threaten the sustainability of fish stocks, the agency focuses specifically on the prevention of illegal, unreported and", unregulated fishing,med,gen-wikipedia-random-battery4,175,-11.564259,-4.961822,-2.849903,4.119349,0.663867,2.705953
dk_gen-wikipedia-random-battery4_0009,domain_knowledge,off,"Born in 1946 on Kibbutz Mesilot, Nahum Tevet emerged as a pivotal figure in Israeli art, initially responding to minimalism by integrating domestic metaphors and everyday objects into his installations. His early career was shaped by private mentorship under the painter Rafi Lavie, though Tevet soon pivoted from traditional painting to exploring the object-hood and spatial function of his works. This shift led to significant international recognition, including a 1975 exhibition at Galerie Schmella in Düsseldorf and the acquisition of several of his pieces by Robert Rauschenberg. Throughout the 1980s, Tevet's practice evolved from reductivism toward a more complex, geometrical-abstract vocabulary, manifesting in intricate, labyrinth-like structures. Among his most influential conceptual developments during this period were two major series: the Narcissus series, which investigated themes of memory and perception through mirroring and repetition, and a series of works produced between 1983 and 1990 known as the", Painting lesson series,med,gen-wikipedia-random-battery4,189,-19.152198,-0.865871,-0.536169,-2.723444,-1.151302,0.141596
dk_gen-wikipedia-random-battery4_0010,domain_knowledge,edges_narrow_bal_0.55,"Searsia leptodictya is a versatile evergreen tree that typically reaches a height of 5 metres with a matching spread. Characterized by its rounded crown and distinctive weeping effect, the tree is favored for small gardens and can thrive in both full sun and partial shade. While the species is noted for being drought resistant, it is only classified as being semi frost hardy. In terms of local nomenclature, it is referred to as bergkaree in Afrikaans and mohlwehlwe in Sotho. The tree produces small white flowers; on female specimens, these develop into clusters of berry-like fruit that serve as a food source for local bird populations. Beyond its ecological role, the fruit of this tree has a practical human use, as the berries can be brewed into a", beer,med,gen-wikipedia-random-battery4,166,-12.81341,-4.883925,-2.401457,1.861953,1.374667,2.541864
dk_gen-wikipedia-random-battery4_0011,domain_knowledge,edges_narrow_bal_0.55,"The Northern Andean páramo is a high-altitude ecoregion characterized by a complex history of expansion and contraction driven by global temperature shifts. During the Quaternary epoch, cold glacial periods allowed the páramo belts to descend to much lower elevations, creating a continuous habitat that facilitated the exchange of species. However, the onset of the current warmer epoch approximately 10,000 years ago reversed this process. As temperatures rose, the forest line moved upward, forcing the alpine vegetation into smaller, disconnected enclaves at the highest peaks. This historical shift from a consolidated landscape to a fragmented one occurred during the start of the", Holocene epoch,med,gen-wikipedia-random-battery4,131,-13.848375,-3.441653,1.541526,-3.659247,3.286562,-0.590964
dk_gen-wikipedia-random-battery4_0012,domain_knowledge,edges_narrow_bal_0.55,"Established by the Emperor Augustus, the Roman Empire's state-mandated courier and transportation network was known as the cursus publicus. This system was designed to facilitate the rapid movement of tax revenues, officials, and official correspondence between Italy and the various provinces. Unlike modern postal services, the operation relied heavily on obligations known as liturgies or munera, which were placed upon local private individuals and communities to provide animals, equipment, and fodder. Maintenance and administrative support were provided by specialized personnel such as veterinarians, grooms, and wagon-wrights, while the actual transport was managed by contractors called mancipes. While the service was strictly reserved for government and military use, individuals could be granted access if they possessed a specific imperial permit. This official document, which detailed the traveler’s name, valid dates, and route, was issued by the emperor and was known as a", diploma,med,gen-wikipedia-random-battery4,183,-16.869557,-2.961469,-3.080291,-0.557066,-0.510951,2.697687
dk_gen-wikipedia-random-battery4_0013,domain_knowledge,off,"Located in the Streeterville neighborhood of Chicago, the 900–910 North Lake Shore apartments represent a significant evolution in the modernist high-rise designs of Ludwig Mies van der Rohe. Developed by Herbert Greenwald, who had previously collaborated with Mies on the Promontory Apartments and the 860–880 Lake Shore Drive project, these buildings were characterized by their strict adherence to a 21-foot grid and a minimalist aesthetic that critics of the time occasionally labeled as too sparse. A major technical achievement of this project was the refinement of the building's exterior. While earlier projects had experimented with similar concepts, 900–910 was the first to successfully implement an autonomous aluminum and glass skin that functioned as a separate, continuous element from the structural skeleton. This innovative design feature, which Mies would go on to reproduce in all his subsequent high-rise works, is known as the", curtain wall,med,gen-wikipedia-random-battery4,184,-21.327866,-2.484236,-4.632393,-4.832533,-0.432654,4.418255
